id,name,host_id,host_name,neighbourhood_group,neighbourhood,lat,long,country,cancellation_policy,room_type,construction_year,price,service_fee,minimum_nights,number_of_reviews,last_review,reviews_per_month,review_rate_number,calculated_host_listings_count,availability_365,house_rules,instant_bookable_False,instant_bookable_True,instant_bookable_unknown,host_identity_verified_unknown,host_identity_verified_verified,price_per_night,availability_level,is_highly_rated,is_active,host_experience,is_expensive,price_category
42296807,Private Room in a chill home 20 mins to Manhattan,70495314084,Melissa,Brooklyn,Bedford-Stuyvesant,40.69424,-73.93416,United States,1.0,Private room,2022.0,522,104,2.0,22.0,7/1/2019,5.2,5.0,1.0,45.0,none,True,False,False,False,False,261.0,low,True,True,new,False,medium
42164255,spacious bedroom queen bed on upper east side,74054296086,Jen,Manhattan,Upper East Side,40.78417,-73.94902,United States,1.0,Private room,2009.0,93,19,2.0,1.0,3/31/2019,0.3,4.0,1.0,0.0,none,True,False,False,False,False,46.5,,False,True,new,False,low
20889659,Sun Filled Oasis,58987096304,Savannah,Brooklyn,Bedford-Stuyvesant,40.68987,-73.94484,United States,1.0,Private room,2014.0,587,117,4.0,1.0,12/22/2018,0.15,5.0,1.0,325.0,"- NO parties or events. -NO smoking inside. You are welcome to smoke outside. -We ask guests to maintain a low noise level after 10pm and be respectful of noise levels during the day. You are welcome to have a few friends over for dinner but no loud music. -NOTHING but toilet paper and human waste in the toilet.  -Hair dyeing are not allowed in the apartment as the wood, furniture and bathroom sink can stain very easily. -All overnight guests must be booked through Airbnb.  Enjoy yourself!  Ask us for anything you may need while you're here! We will do our best to help.",False,True,False,False,True,146.75,high,True,True,new,False,medium
27210733,Great affordable space for large groups up to 30,84603304018,Elana,Brooklyn,Flatlands,40.62806,-73.94137,United States,1.0,Entire home/apt,2003.0,617,123,1.0,0.0,,0.0,2.0,3.0,64.0,#NAME?,False,True,False,False,False,617.0,medium,False,False,small,False,medium
44535831,Spacious beautiful bedroom:),5182771089,Dioni,Queens,Ditmars Steinway,40.77367,-73.91517,United States,2.0,Private room,2021.0,362,72,3.0,0.0,,0.0,3.0,2.0,82.0,none,False,True,False,False,True,120.66666666666667,medium,False,False,small,False,low
55315070,1 Bedroom in NYC's Lower East Side! | Chinatown,76497901017,Greg,Manhattan,Lower East Side,40.71882,-73.98554,United States,0.0,Entire home/apt,2006.0,587,117,1.0,52.0,7/4/2019,5.2,5.0,1.0,162.0,none,False,True,False,False,False,587.0,medium,True,True,new,False,medium
27358749,"Home Away Home,NextDoor To Subway, Accommodates 10",54576856074,Jay,Brooklyn,Bedford-Stuyvesant,40.68988,-73.95936,United States,1.0,Entire home/apt,2016.0,853,171,1.0,1.0,6/25/2019,1.0,5.0,6.0,342.0,"Respect the apartment and neighbors.   Just three house rules:  I ask folks to keep noise down after 11 pm, take out the trash on trash day; and don't leave out any open food containers or dirty dishes.",True,False,False,False,True,853.0,high,True,True,experienced,True,high
12068323,Modern Sleeper Sectional Sofa - Custom Design Apt,73326951122,Tamara,Brooklyn,East Flatbush,40.66209,-73.92913,United States,0.0,Shared room,2021.0,290,58,1.0,23.0,12/29/2018,0.74,4.0,2.0,364.0,none,True,False,False,False,False,290.0,high,False,True,small,False,low
22585772,Artsy Upper East Side Apartment,29519739693,Victor,Manhattan,Upper East Side,40.76703,-73.95957,United States,2.0,Entire home/apt,2012.0,980,196,3.0,3.0,4/22/2019,0.46,5.0,1.0,188.0,none,True,False,False,False,True,326.6666666666667,medium,True,True,new,True,high
17955289,Super sunny 1BR apartment in West Village,7021426253,Cory,Manhattan,West Village,40.7328,-74.00306,United States,0.0,Entire home/apt,2006.0,811,162,3.0,9.0,5/10/2019,0.56,3.0,1.0,0.0,"It is a residential building so all of the residential building rules apply and must be fallow. I have zero tolerance for parties, noise and smoking.",True,False,False,False,False,270.3333333333333,,False,True,new,True,medium
37142191,JardÃ­n Dâ€™ La Rosa: Lodging &Private Dinners for 10,82034308280,Mayo,Queens,Howard Beach,40.66259,-73.84176,United States,1.0,Entire home/apt,2005.0,109,22,2.0,116.0,5/31/2021,2.24,3.0,1.0,0.0,none,False,True,False,False,True,54.5,,False,True,new,False,low
42406715,The Artist,88109170988,Sebastian,Brooklyn,Carroll Gardens,40.68133,-73.99944,United States,0.0,Private room,2010.0,1128,226,2.0,20.0,6/23/2019,5.5,5.0,2.0,154.0,none,False,True,False,False,False,564.0,medium,True,True,small,True,high
31172933,1 Bedroom Apartment In Lower East Side Manhattan,6626115365,Lizzy,Manhattan,Lower East Side,40.71123,-73.98981,United States,2.0,Entire home/apt,2004.0,631,126,1.0,10.0,2/13/2022,6.0,4.0,1.0,18.0,none,False,True,False,False,True,631.0,low,False,True,new,True,medium
30362709,â™¥ BEST PRICE â™¥ Great Spot â™¥ of Flushing | King Bed,47679606044,Jason,Queens,Flushing,40.75637,-73.82586,United States,0.0,Entire home/apt,2010.0,241,48,1.0,36.0,2/19/2022,5.87,2.0,5.0,149.0,none,True,False,False,False,False,241.0,medium,False,True,small,False,low
56818431,Newly Renovated Bedroom in Bushwick/Ridgewood,73572031569,Venice,Queens,Ridgewood,40.70538,-73.91322,,1.0,Private room,2019.0,708,142,1.0,0.0,,0.0,4.0,1.0,0.0,none,False,True,False,False,True,708.0,,False,False,new,True,medium
54654520,Giordano Suite - 5 mins to LGA,42495397832,Melissa,Queens,East Elmhurst,40.75817,-73.89893,United States,0.0,Entire home/apt,2007.0,964,193,1.0,43.0,12/30/2018,3.72,2.0,1.0,0.0,Don't disturb neighbors. Don't break things or leave a mess. Enjoy.,False,True,False,False,False,964.0,,False,True,new,True,high
37866809,"Staypineapple New York, Persona Two Twin",62967503685,An Artful Hotel,Manhattan,Hell's Kitchen,40.75436,-73.99391,United States,0.0,Private room,2009.0,1012,202,1.0,4.0,9/27/2020,0.15,3.0,18.0,130.0,none,True,False,False,False,False,1012.0,medium,False,True,experienced,True,high
52915879,"Cozy Art Private Bedroom-Hamilton Heights, NY",86688703066,Allan C.,Manhattan,Harlem,40.83163,-73.94615,United States,1.0,Private room,2015.0,631,126,1.0,16.0,1/1/2019,1.22,4.0,6.0,32.0,Please clean up before checking out. Any major clean-up service required may be deducted from the deposit.  No Loud / Large Parties . This is a smoke free enviroment. very quiet building with friendly neighbors,True,False,False,False,False,631.0,low,False,True,experienced,True,medium
31000615,2 BR Tropical Getaway near Ferry,41173624485,Tony & Grace,Staten Island,St. George,40.64371,-74.07887,United States,1.0,Entire home/apt,2016.0,470,94,1.0,46.0,2/13/2022,0.74,5.0,3.0,293.0,none,True,False,False,False,False,470.0,high,True,True,small,False,medium
4491320,Lofted duplex in Kips Bay,88531688811,Cara,Manhattan,Kips Bay,40.7396,-73.98228,United States,1.0,Entire home/apt,2022.0,750,150,2.0,0.0,,0.0,4.0,1.0,8.0,No Smoking  No unregistered guest No pets  When it rain or snow please remove shoes at the door,False,True,False,False,False,375.0,low,False,False,new,True,medium
22299681,Cozy shared studio in a safe neighborhood,1302378871,Ramy,Queens,Little Neck,40.76212,-73.71928,United States,2.0,Shared room,2017.0,700,140,3.0,1.0,12/4/2018,0.14,4.0,1.0,88.0,#NAME?,True,False,False,False,False,233.33333333333334,medium,False,True,new,True,medium
48280978,Bedroom in Classic Clinton Hill,54587602397,Santiago,Brooklyn,Clinton Hill,40.68752,-73.9618,United States,2.0,Private room,2020.0,1180,236,3.0,0.0,,0.0,5.0,1.0,394.0,"Inn Boston Reservations requests that noise levels remain moderate to low, and that all guests take into consideration those in the surrounding suites. Depending on the scale of the broken rules, guests may be contacted to request a lower noise level or asked to leave. In the event that the guests are required to vacate the unit, no refund will be provided.",False,True,False,False,False,393.3333333333333,,True,False,new,True,high
27425577,Sweet Sunny Apt in prime Park Slope  Location,32388740961,Jo-Ann,Brooklyn,Park Slope,40.67441,-73.98258,United States,2.0,Entire home/apt,2009.0,889,178,3.0,1.0,6/29/2019,1.0,4.0,1.0,117.0,No Smoking  No Pets,True,False,False,False,True,296.3333333333333,medium,False,True,new,True,high
5606413,Eclectic Williamsburg Townhouse,88891954207,Robbie,Brooklyn,Williamsburg,40.70933,-73.95577,United States,2.0,Private room,2017.0,817,163,3.0,2.0,6/13/2016,0.04,2.0,1.0,167.0,No smoking or pets.,False,True,False,False,True,272.3333333333333,medium,False,True,new,True,high
1679008,"Convenient East Village Studio,",21751584278,Leigh,Manhattan,East Village,40.72915,-73.98019,United States,2.0,Entire home/apt,2006.0,715,143,3.0,141.0,6/24/2019,1.66,2.0,1.0,370.0,No Smoking No Pets,True,False,False,False,True,238.33333333333334,,False,True,new,True,medium
20346196,Entire Garden apartment in Brownstone,66900355678,Evelyn,Brooklyn,Carroll Gardens,40.67982,-74.00038,United States,2.0,Entire home/apt,2008.0,995,199,2.0,25.0,6/19/2019,2.42,3.0,1.0,17.0,none,False,True,False,False,False,497.5,low,False,True,new,True,high
25465465,Sun Filled Studio In the Heart of the East Village,30516958071,Brian,Manhattan,East Village,40.72555,-73.98499,United States,0.0,Entire home/apt,2011.0,168,34,4.0,1.0,5/19/2019,0.59,2.0,1.0,0.0,"Absolutely no smoking, no pets, parties or excessive noise in the apartment.  This is a quiet residential building, perfect for travelers wanting a quiet refuge at the end of a fun filled day in Greater Boston.",True,False,False,False,False,42.0,,False,True,new,False,low
55490702,Lofty & Sunny 2 Bedroom w/ Manhattan Skyline View,17770521551,Donald,Brooklyn,Greenpoint,40.73403,-73.95746,United States,2.0,Entire home/apt,2017.0,1067,213,4.0,35.0,7/3/2019,3.51,5.0,1.0,69.0,"Ali's House Rules When you stay in an Airbnb, you're staying in someone's home. Here are some guidelines Joe asks all guests to follow.  Quiet down AFTER 10PM specially in week days",False,True,False,False,True,266.75,medium,True,True,new,True,high
21550762,1/2 of a LARGE APARTMENT in Bushwick / Bedstuy <3,51508792897,Natalie,Brooklyn,Bedford-Stuyvesant,40.69414,-73.93231,United States,1.0,Private room,2015.0,830,166,2.0,0.0,,0.0,2.0,3.0,0.0,none,True,False,False,False,False,415.0,,False,False,small,True,high
55530467,Private room for rent!,43750303555,Elireth,Queens,Elmhurst,40.72962,-73.88053,United States,2.0,Private room,2003.0,764,153,2.0,3.0,6/6/2019,0.31,2.0,2.0,324.0,"1. No damage to the house or furniture 2. No Smoking, No Pets, No Drugs 3. No more sleepover people then you booked 4. Keep quiet after 11:00 PM 5. Be respectful to neighbors 6. Keep the kitchen clean after used 7. Keep the bathroom clean after used 8. Check-in: 3PM, Check-out: 11:00AM",True,False,False,False,False,382.0,high,False,True,small,True,medium
17158873,LARGE & CONVENIENT Private Room in Brooklyn,74456682014,Mamiko,Brooklyn,Bedford-Stuyvesant,40.69422,-73.93288,United States,1.0,Private room,2003.0,231,46,4.0,58.0,7/1/2019,3.16,2.0,2.0,32.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",True,False,False,False,False,57.75,low,False,True,small,False,low
55504509,Peaches Cozy Corner,88195555000,Camorine,Queens,St. Albans,40.69544,-73.77663,United States,1.0,Private room,2007.0,1040,208,1.0,81.0,6/16/2019,8.02,2.0,1.0,232.0,"House Rules 1. Check-in is 4 pm local time. If the unit is ready earlier, weâ€™ll let you know. Check-out is normally 11 am local time, but weâ€™d be happy to extend it as long as we donâ€™t have a cleaning scheduled. Just let us know.  2. All bookings require a security deposit of at least $300, which will be refunded within 7 days of your check-out. 3. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in we'll need a photo of your ID.  4. Our cancellation policy is as shown on our ad and defined by the site you are booking through.  5. Donâ€™t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we donâ€™t allow pets in any of our apartments. 7. Unless youâ€™re staying in one of our specialty apartments, we donâ€™t allow parties or excessive noise. 8. If we find the place very messy, we have to charge an extra $40 for every extra hour o",False,True,False,False,True,1040.0,high,False,True,new,True,high
3510435,"clean, casual 2BD apt in bed-stuy!",54968961430,Marc,Brooklyn,Bedford-Stuyvesant,40.68898,-73.9412,United States,1.0,Entire home/apt,2021.0,863,173,1.0,1.0,2/12/2015,0.02,5.0,1.0,320.0,#NAME?,True,False,False,False,False,863.0,high,True,True,new,True,high
35784638,Cozy room in Manhattan,5306862362,Julie,Manhattan,Washington Heights,40.8385,-73.9393,United States,0.0,Entire home/apt,2011.0,104,21,3.0,35.0,10/26/2021,1.04,5.0,1.0,0.0,none,False,True,False,False,False,34.666666666666664,,True,True,new,False,low
18820191,The Guesthouse Loft,68080348601,Alexandra,Manhattan,Upper East Side,40.77288,-73.94745,United States,0.0,Entire home/apt,2022.0,803,161,7.0,0.0,,0.0,2.0,1.0,5.0,none,False,True,False,False,False,114.71428571428571,low,False,False,new,True,medium
53996730,Beautiful large floor-through apartment,34143367466,Linda Jo,Brooklyn,Bedford-Stuyvesant,40.68681,-73.93344,United States,2.0,Entire home/apt,2017.0,769,154,3.0,24.0,7/1/2019,1.89,5.0,1.0,115.0,No Pets. Not smoking please :) ,False,True,False,False,False,256.3333333333333,medium,True,True,new,True,medium
12358281,Charming East Village Apartment with Patio,32723536808,Mary Grace,Manhattan,East Village,40.72528,-73.98854,United States,2.0,Private room,2005.0,428,86,3.0,0.0,,0.0,2.0,1.0,0.0,"No Pets, No Smoking",True,False,False,False,True,142.66666666666666,,False,False,new,False,low
20371602,Salt Shack - A Houseboat in the Rockaways!,26322577918,Justin,Queens,Arverne,40.59391,-73.78824,United States,2.0,Entire home/apt,2003.0,1141,228,2.0,22.0,7/1/2019,2.04,2.0,1.0,118.0,No Smoking and No Pets,False,True,False,False,True,570.5,medium,False,True,new,True,high
39964444,Fresh and modern 1BR in Bed-Stuy,12672598411,Shaila & Alex,Brooklyn,Bedford-Stuyvesant,40.68683,-73.92922,United States,2.0,Entire home/apt,2013.0,1092,218,2.0,198.0,6/21/2019,2.66,1.0,1.0,250.0,none,True,False,False,False,True,546.0,high,False,True,new,True,high
54297181,"Charming Williamsburg Apartment,  next to trainJZM",69333277628,Leanne,Brooklyn,Williamsburg,40.71106,-73.95945,United States,1.0,Private room,2016.0,966,193,4.0,1.0,7/31/2018,0.09,3.0,1.0,220.0,none,False,True,False,False,False,241.5,high,False,True,new,True,high
40969078,2 bedroom Home..2 metro/train stops to NY City,81965743544,Alexandra,Queens,Long Island City,40.75644,-73.93486,United States,2.0,Entire home/apt,2017.0,402,80,3.0,121.0,7/2/2019,2.59,1.0,1.0,66.0,none,False,True,False,False,True,134.0,medium,False,True,new,False,low
43428470,King Sized Serenity,62835271427,Kat,Brooklyn,Bushwick,40.70018,-73.93858,United States,1.0,Private room,2018.0,517,103,3.0,1.0,11/15/2016,0.03,2.0,1.0,0.0,"All guests must observe the following house rules: The hallways are narrow. Take care not to make marks or scratches from suitcases on the walls. Towels for the Rainbow Room are gray and can be found in the small night white nightstand next to the desk. Towels for the Marble Room are white and can be found in the closet. Beach, hand, and face towels are in the hallway mirrored dresser. Each bathroom has a hairdryer. No smoking anywhere on the premises or around the building.  The guest must keep the room clean. Please dispose of the garbage can bag upon checkout and leave the used towels and sheets in the hamper. Food is not allowed in rooms. Do not leave any food items or personal belongings in the  Guests may NOT place hot pans or cooking items on the marble counters without a trivet. Hot items may damage the counters and will be deducted from the security deposit.  Please ensure when you leave the property to place all dirty towels in the hampers provided in your closet. When using ",True,False,False,False,True,172.33333333333334,,False,True,new,False,medium
29920869,"Full floor, Newly renovated, Brooklyn brownstone",48970507755,Linda,Brooklyn,Bedford-Stuyvesant,40.68389,-73.94186,United States,0.0,Entire home/apt,2009.0,687,137,5.0,167.0,2/21/2022,2.67,4.0,2.0,205.0,none,False,True,False,False,True,137.4,high,False,True,small,True,medium
46456731,"Private, elegant, apartment with beautiful garden",50873100356,Althea,Brooklyn,East Flatbush,40.6413,-73.9236,United States,1.0,Entire home/apt,2007.0,1097,219,2.0,97.0,7/7/2019,4.38,4.0,1.0,30.0,No smoking indoors,False,True,False,False,True,548.5,low,False,True,new,True,high
41065178,Charming Studio + Private Balcony,96572257985,Michael,Manhattan,East Village,40.72765,-73.98634,United States,0.0,Entire home/apt,2012.0,744,149,3.0,72.0,3/23/2019,1.56,2.0,1.0,0.0,none,True,False,False,False,True,248.0,,False,True,new,True,medium
56474348,Sweet cozy room in Brooklyn - East Williamsburg,34973229601,Rachel,Brooklyn,Williamsburg,40.71396,-73.93952,United States,0.0,Private room,2013.0,885,177,7.0,5.0,2/10/2019,0.16,1.0,1.0,0.0,none,False,True,False,False,False,126.42857142857143,,False,True,new,True,high
19531553,*NYC Flat Cold Cozy Private Room w/ Blazin' WiFi*,21302946447,William,Bronx,Allerton,40.85978,-73.8619,United States,2.0,Private room,2013.0,1151,230,1.0,29.0,6/25/2019,2.47,5.0,5.0,48.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",True,False,False,False,True,1151.0,low,True,True,small,True,high
56611871,"Chic, Sunny East Village Entire Apartment",89086243147,Caitlin,Manhattan,East Village,40.72477,-73.9859,United States,2.0,Entire home/apt,2011.0,104,21,4.0,10.0,12/22/2017,0.33,3.0,1.0,26.0,none,False,True,False,False,False,26.0,low,False,True,new,False,low
12732188,Apartment in Great Part of Brooklyn,80563992640,Samantha,Brooklyn,Gowanus,40.66948,-73.98976,United States,2.0,Private room,2017.0,725,145,4.0,1.0,2/28/2017,0.03,3.0,1.0,0.0,none,True,False,False,False,False,181.25,,False,True,new,True,medium
5642865,Spacious Studio in Midtown,84470981451,Mark,Manhattan,Murray Hill,40.7487,-73.97358,United States,2.0,Entire home/apt,2007.0,1045,209,2.0,21.0,12/30/2016,0.44,2.0,1.0,307.0,none,True,False,False,False,True,522.5,high,False,True,new,True,high
21418210,Great Midtown Vibe Spacious Experience in UWS NYC,62487813878,XnL,Manhattan,Upper West Side,40.78793,-73.97261,United States,2.0,Entire home/apt,2018.0,616,123,2.0,10.0,6/18/2019,1.22,5.0,1.0,0.0,"Quiet hours 10pm -7AM. No additional people besides the reservation listing allowed in the apartment. Alcohol in moderation is allowed. No smoking, no drugs. Please, leave the apartment the way in which you found it! Females only.",True,False,False,False,True,308.0,,True,True,new,False,medium
10522436,Private Room in Bright 2 Bd Greenwich Village Apt,96157791938,Karine,Manhattan,Greenwich Village,40.72875,-74.00169,United States,2.0,Private room,2009.0,487,97,4.0,1.0,10/23/2016,0.03,3.0,2.0,0.0,Please keep a tidy ship and be respectful of our neighbors. No smoking No additional guests Quiet hours between 10 pm - 10 am,False,True,False,False,False,121.75,,False,True,small,False,medium
33266702,NANCY Room Private Key lock Private entrance,23468064191,Julio,Brooklyn,Bushwick,40.69317,-73.92243,United States,1.0,Private room,2009.0,599,120,5.0,39.0,1/3/2022,0.65,3.0,4.0,365.0,none,False,True,False,False,True,119.8,high,False,True,small,False,medium
9584078,Private Room in Beautiful Apartment,81713862196,Kiri,Brooklyn,Greenpoint,40.72619,-73.95563,United States,0.0,Private room,2011.0,1197,239,3.0,2.0,1/2/2017,0.06,1.0,1.0,177.0,none,True,False,False,False,False,399.0,medium,False,True,new,True,high
1373034,Large 1 Bedroom furnished on UWS,50926699500,Brown,Manhattan,Upper West Side,40.79771,-73.96323,United States,2.0,Entire home/apt,2013.0,678,136,2.0,16.0,6/28/2019,0.23,2.0,1.0,250.0,"PLEASE  NOTE: â€¢ 6.25% MA State Sales Tax is already incorporated into the room rate and extra guest fees. â€¢ The total listed as the cleaning fee is comprised of a $119 cleaning fee and a $39 damage protection plan which provides $3,000 worth of coverage for accidental damage to the property during the stay. There is no smoking allowed in the boat. Use of illegal substances will be cause for immediate termination of the rental and reported to the police. All pets must be on a leash when outside the boat.  Quiet hours are between 9:30pm and 8am.  Noise must be kept to a minimum during this time period.",True,False,False,False,False,339.0,high,False,True,new,True,medium
9067125,Modern Condo in Heart of Harlem,37586583623,Fma,Manhattan,East Harlem,40.79922,-73.94677,United States,1.0,Private room,2017.0,843,169,3.0,0.0,,0.0,2.0,2.0,360.0,THIS IS A NON-SMOKING RESIDENCE. NO Children under the age of 16  Smoking is permitted on the outside front porch deck only. Quiet hours are from 11:00 p.m. - 7:00 a.m. No pets allowed. Be respectful of your neighbors.,False,True,False,False,False,281.0,high,False,False,small,True,high
